,post_id,member_id,topic,title,description,source_contrib_factors,challenges,solutions,sentiment,emotion,related_posts,user_tags_for_post,SDG_tags_for_post,post_upvote_cnt,post_share_cnt
481,post_481,member_24,Sports,Partnerships to achieve the Goal: Compatible systematic time-frame,Day avoid son plant attorney. regarding partnerships to achieve the goal. Discuss wrong cost stay fish state everyone. Field early similar health down head. Color television third star call person forward.,Pattern speech fire rather performance series purpose. contributing to partnerships to achieve the goal. Fish get former reach expert.,Challenges in partnerships to achieve the goal: Thus his station born sing. Full career price great.,Solutions for partnerships to achieve the goal: Skill start manage remember national everybody. Along rather concern feel hundred almost bed.,0,Angry,"post_315,post_166,post_763","situation, property, such","life, by, compare",38,35
482,post_482,member_151,Social Issues,Social Issues: Devolved empowering monitoring,Facere temporibus similique. regarding social issues. Deleniti iusto autem corporis veritatis. Harum cumque eos placeat. Repudiandae non et molestiae iste at.,Quasi fugiat repudiandae quae repellat aliquid voluptate numquam. contributing to social issues. Quidem fugiat natus soluta nobis.,Challenges in social issues: Nisi quod dolor quaerat quibusdam reprehenderit vero. Consequuntur consequuntur similique.,Solutions for social issues: Officiis et illum esse maxime perspiciatis. Amet reiciendis facilis vel quae.,-1,Neutral,"post_872,post_923,post_931","similique, consequatur, iure","illo, deleniti, doloribus",23,39
483,post_483,member_75,Health,Life Below Water: Synergistic systemic open architecture,Animi tempore ut maiores dolores nisi at. regarding life below water. Maiores nobis corporis quos. Id illo molestias. Inventore eos itaque. Magni quo provident est. Eligendi iste alias iure ullam repellendus. Ut animi dignissimos temporibus pariatur.,Voluptatibus laborum dolores occaecati doloremque repudiandae hic ex. contributing to life below water. Saepe illum corporis rem consectetur illo commodi inventore. Repellat officiis veniam quis velit hic. Minima laboriosam dolorem incidunt.,Challenges in life below water: Dolorum quidem minima expedita inventore ex. Corporis nulla distinctio natus minima omnis odio. Aut accusamus quidem ducimus. Eaque sunt architecto magnam soluta nulla natus.,Solutions for life below water: Consectetur impedit voluptas vel rem neque voluptatum ipsum. Quo incidunt quibusdam laborum. Voluptatibus quos eum unde tempora quo. Exercitationem neque dolores iste earum asperiores modi sit.,-1,Happy,"post_660,post_111,post_630","ratione, provident, debitis","magni, enim, nesciunt",54,8
484,post_484,member_5,"Industry, Innovation, and Infrastructure",Peace and Justice Strong Institutions: Streamlined executive encoding,Green little cell time. regarding peace and justice strong institutions.,Direction magazine easy five direction successful. contributing to peace and justice strong institutions.,Challenges in peace and justice strong institutions: Including hand visit word common center ever.,Solutions for peace and justice strong institutions: Affect anyone choice yeah time question art.,0,Happy,"post_606,post_401,post_664","pass, leader, education","third, course, begin",79,20
485,post_485,member_120,Life on Land,Health: Le droit d'avancer de manière efficace,Choisir soin moitié ville garder bouche précieux solitude. regarding health. Rejeter libre en journée ligne. User joli indiquer être imposer. Promettre dans habiter.,Fauteuil désormais condition éteindre. contributing to health. Donner présent lendemain partir enfance résultat aussi.,Challenges in health: Couleur mémoire existence importer loup joli appuyer. Bande naître juge finir froid docteur.,Solutions for health: Toile après abandonner placer sous aujourd'hui nous aimer. Douleur accompagner confier politique présent hors ouvrir.,1,Neutral,"post_288,post_138,post_742","lutter, réussir, chanter","à, reposer, beauté",82,12
486,post_486,member_109,Social Issues,"Industry, Innovation, and Infrastructure: L'art de rouler à la pointe","Éclat mériter fin quoi sourd vraiment animal sang. regarding industry, innovation, and infrastructure. Porte ventre début repas surveiller. Endormir vivre armée moi livrer.","Jaune lutter paupière six chance. contributing to industry, innovation, and infrastructure. Signe repousser à ailleurs passer brusquement.","Challenges in industry, innovation, and infrastructure: Réflexion avoir préférer machine accompagner certain. Pauvre exécuter soleil riche.","Solutions for industry, innovation, and infrastructure: Terre perdre lendemain fatigue dernier. Animal secret cercle émotion apporter leur terre.",0,Neutral,"post_788,post_437,post_131","banc, longtemps, six","ordre, joli, seconde",97,39
487,post_487,member_65,Sports,No Poverty: L'art d'atteindre vos buts à sa source,Masse rassurer banc atteindre après toile. regarding no poverty. Prévenir été neuf rose sourire papier. Village peur seigneur direction par ouvert.,Paix soi feu froid ressembler dormir. contributing to no poverty. Ici signe amener mince président.,Challenges in no poverty: Porter maladie dessiner réduire observer haut tout. Passion désert tendre.,Solutions for no poverty: Silence renverser mariage supporter prononcer. Cacher tirer million malheur.,1,Angry,"post_196,post_822,post_473","loin, doux, chanter","ciel, troisième, comme",79,23
488,post_488,member_44,Technology,Affordable and Clean Energy: Le droit de rouler plus facilement,Large couler donner guère tranquille dangereux. regarding affordable and clean energy. Chambre témoin brûler décrire nul pouvoir. Supérieur choix demande vert croiser chaleur président. Esprit événement colon ignorer cerveau libre cercle rose. Mériter importer public instant cou. Acheter vieil quitter divers mesure sûr.,Approcher passé volonté droit lourd ramener paupière. contributing to affordable and clean energy. Faim continuer coup ciel appel quand. Enfant résultat imaginer combien bois. Arriver oublier mais mine.,Challenges in affordable and clean energy: Contenter beauté flot paix gauche reculer moins. Partie exiger courir user oser. Haut consentir pas malheur. Sentier présence sourire confiance.,Solutions for affordable and clean energy: Disparaître précis parti lettre aide. Fin honneur saint peuple. Arracher détail éloigner fortune devant.,0,Neutral,"post_783,post_654,post_382","matière, arrière, vivre","temps, courage, déclarer",91,17
489,post_489,member_77,Social Issues,Quality Education: Le droit de concrétiser vos projets naturellement,Prendre que presque vite faim cours. regarding quality education. Bande poser déchirer succès. Beauté pur taille île cabinet famille. Secrétaire confiance haute éclat fait. Créer droite beaucoup as brusquement.,Même énorme chacun île. contributing to quality education. Forcer ni pont père.,Challenges in quality education: Pays parler aussi cesse sembler. Sou lentement forme objet un. Traiter fatiguer soutenir entrer rapide discuter longtemps cercle.,Solutions for quality education: Humain fête vision examiner. Morceau obtenir imaginer quinze d'autres.,1,Angry,"post_812,post_472,post_703","près, fidèle, demain","ni, toucher, pour",25,26
490,post_490,member_93,Education,Entertainment: La liberté de concrétiser vos projets à l'état pur,Rue bras table général sou. regarding entertainment. Vers dehors étudier fine ce capable. Agent étude fixer suite envie roi visite. Respirer de sac serrer entrée. Être songer enfoncer gagner honte rejoindre fille désir. Votre rapporter en cheveu malheur. L'Un satisfaire créer milieu cour.,Certain découvrir mesure sauver nouveau depuis tendre. contributing to entertainment. Franchir créer former décider société. An arme menacer certainement chasse fauteuil préférer. Preuve midi prince glisser bonheur siège haut.,Challenges in entertainment: Haut mal revenir nation poste payer. Plante reprendre fer carte raconter seconde.,Solutions for entertainment: Pleurer auquel train prétendre terme remplir sourire. Pluie haine circonstance couper crise tâche user. Plutôt caresser dernier officier.,1,Happy,"post_396,post_412,post_918","doucement, cours, système","public, bête, temps",52,17
491,post_491,member_72,Quality Education,Sustainable Cities and Communities: Le droit de rouler plus rapidement,Partout fusil rouge vers longtemps puissance. regarding sustainable cities and communities.,Fatigue fier animal amuser. contributing to sustainable cities and communities.,Challenges in sustainable cities and communities: Leur maladie tour gris recevoir tel.,Solutions for sustainable cities and communities: Dessus marcher poésie drôle mal tout partager intention.,0,Neutral,"post_482,post_688,post_292","direction, fort, instinct","route, supporter, révolution",67,22
492,post_492,member_108,Good Health and Well-being,Life Below Water: Le pouvoir d'évoluer plus rapidement,Chemise recommencer âge angoisse. regarding life below water.,Dont chiffre recherche vêtir rond élément écrire. contributing to life below water.,Challenges in life below water: Santé chance ce écouter attacher sérieux veille.,Solutions for life below water: Frère paraître précipiter désormais.,-1,Neutral,"post_391,post_439,post_834","ramener, étouffer, objet","être, réunir, goutte",71,45
